col0|col1|col2|col3
franklin center for government and public integrity|association football|291|170
white house historical association|association football|291|170
masa israel journey|association football|291|170
centro de información y educación para la prevención del abuso de drogas|association football|291|170
corporation for education network initiatives in california|association football|291|170
oceanic preservation society|association football|291|170
partnership international|association football|291|170
center for resource solutions|association football|291|170
international council for game and wildlife conservation|association football|291|170
brot gegen not|association football|291|170
teach for america|association football|291|170
world economic forum|association football|291|170
maison michel-sarrazin|association football|291|170
hunger task force, inc.|association football|291|170
united hungarian israelite community of faith|association football|291|170
imars|association football|291|170
european organisation for civil aviation equipment|association football|291|170
international union against tuberculosis and lung disease|association football|291|170
caesar rodney institute|association football|291|170
cincinnati opera|association football|291|170
crittenton, inc.|association football|291|170
citymeals-on-wheels|association football|291|170
chesapeake & ohio canal association|association football|291|170
league of finnish-american societies|association football|291|170
u.s. masters swimming|masters swimming|291|170
world association of nuclear operators|masters swimming|291|170
church of scientology international|masters swimming|291|170
museum arnhem|masters swimming|291|170
norwegian church abroad|masters swimming|291|170
daughters of the american revolution|masters swimming|291|170
boston house|masters swimming|291|170
federation of small businesses|masters swimming|291|170
diakonisches werk|masters swimming|291|170
fobana|masters swimming|291|170
municipal art society|masters swimming|291|170
alliance française de łódź|masters swimming|291|170
society of southern artists|masters swimming|291|170
burj al luq luq community centre and society|masters swimming|291|170
california wolf center|masters swimming|291|170
canadian partnership against cancer|masters swimming|291|170
docare|masters swimming|291|170
center for maximum potential building systems|masters swimming|291|170
council for native hawaiian advancement|masters swimming|291|170
euronatur|masters swimming|291|170
american legion|masters swimming|291|170
africat foundation|masters swimming|291|170
reactos|masters swimming|291|170
center for rural affairs|masters swimming|291|170
central asian football association|association football|291|170
european organisation for research and treatment of cancer|association football|291|170
generations incorporated|association football|291|170
miami city ballet|association football|291|170
polish karate federation|karate|291|170
cideci|karate|291|170
china medical board|karate|291|170
brazilian aerospace association|karate|291|170
globe|karate|291|170
coalition to stop gun violence|karate|291|170
international crane foundation|karate|291|170
boston early music festival|karate|291|170
cardinal newman society|karate|291|170
clarke schools for hearing and speech|karate|291|170
entertainment software rating board|karate|291|170
global climate forum|karate|291|170
american council for an energy-efficient economy|karate|291|170
future of freedom foundation|karate|291|170
world wake association|wakeboarding|291|170
campaign legal center|wakeboarding|291|170
football federation of kyrgyz republic|association football|291|170
amazon watch|association football|291|170
vitamin angels|association football|291|170
al-fatiha foundation|association football|291|170
association of persecutees of the nazi regime – federation of antifascists|association football|291|170
american medical association|association football|291|170
société française d'odonatologie|association football|291|170
coastal conservation association|association football|291|170
klaus tschira foundation|association football|291|170
central fund of israel|association football|291|170
pro velo switzerland|association football|291|170
foundation for research on economics and the environment|association football|291|170
democratic forum of germans in romania|association football|291|170
city year|association football|291|170
austrian alpine club|mountaineering|291|170
physicians committee for responsible medicine|mountaineering|291|170
consumer watchdog|mountaineering|291|170
eurid|mountaineering|291|170
human rights league|mountaineering|291|170
egranary digital library|mountaineering|291|170
field naturalists club of victoria|mountaineering|291|170
open geospatial consortium|mountaineering|291|170
sibelius society of finland|mountaineering|291|170
british chambers of commerce|mountaineering|291|170
bidoun|mountaineering|291|170
friends of seagate inc.|mountaineering|291|170
boy scouts of america|mountaineering|291|170
contemporary arts museum houston|mountaineering|291|170
chicanos por la causa|mountaineering|291|170
gimo if|association football|291|170
conference of european schools for advanced engineering education and research|association football|291|170
columbia/barnard hillel|association football|291|170
aprovecho|association football|291|170
bethesda lutheran communities|association football|291|170
club tenco|association football|291|170
the heartland institute|association football|291|170
environmental media services|association football|291|170
glendon association|association football|291|170
central institute for the deaf|association football|291|170
cincinnati junior rowing club|rowing|291|170
american bird conservancy|rowing|291|170
international association of aviation personnel schools|rowing|291|170
innercity weightlifting|weightlifting|291|170
california coalition for immigration reform|weightlifting|291|170
black coaches & administrators|basketball|291|170
efqm|basketball|291|170
friedrich wilhelm murnau foundation|basketball|291|170
museumpark orientalis|basketball|291|170
coarc|basketball|291|170
new york mercantile library|basketball|291|170
atlanta botanical garden|basketball|291|170
protestant college for social service dresden|basketball|291|170
feeding america|basketball|291|170
fersiska|basketball|291|170
conmebol|association football|291|170
fountain house|association football|291|170
the humane society of the united states|association football|291|170
hunt saboteurs association|association football|291|170
breakthrough collaborative|association football|291|170
american association of people with disabilities|association football|291|170
chicago crime commission|association football|291|170
chicago commons|association football|291|170
european road transport research advisory council|association football|291|170
barefoot college|association football|291|170
common impact|association football|291|170
comprehensive rural health project|association football|291|170
food for the poor|association football|291|170
groupement des scientifiques pour l'information sur l'énergie nucléaire|association football|291|170
red-letter christian|association football|291|170
disabled sports usa|association football|291|170
cittadellarte|association football|291|170
payasos sin fronteras|association football|291|170
coney island usa|association football|291|170
san francisco opera|association football|291|170
canadian water network|association football|291|170
fédération sénégalaise de football|association football|291|170
citizens budget commission|association football|291|170
city mission society|association football|291|170
family planning association india|association football|291|170
the british-swiss chamber of commerce|association football|291|170
mind and life institute|association football|291|170
wrn broadcast|association football|291|170
arcigay|association football|291|170
mothers against drunk driving|association football|291|170
limo foundation|association football|291|170
the electronic intifada|association football|291|170
friends of unfpa|association football|291|170
echo lake aquarium and science center|association football|291|170
association electronique libre|association football|291|170
cystic fibrosis foundation|association football|291|170
réseau liberté-québec|association football|291|170
dr. phillips center for the performing arts|association football|291|170
nurse-family partnership|association football|291|170
montserrat football association|association football|291|170
german cancer aid|association football|291|170
oroverde – die tropenwaldstiftung|association football|291|170
association technique énergie environnement|association football|291|170
coro|association football|291|170
world future council|association football|291|170
gads hill center|association football|291|170
oakland zoo|association football|291|170
cultural vistas|association football|291|170
international fund for animal welfare|association football|291|170
institute for policy studies|association football|291|170
wild chimpanzee foundation|association football|291|170
intercollegiate tennis association|tennis|291|170
dance films association|tennis|291|170
baum consult|tennis|291|170
spoleto festival usa|tennis|291|170
camp kesem|tennis|291|170
congressional black caucus foundation|tennis|291|170
extracorporeal life support organization|tennis|291|170
delta waterfowl foundation|tennis|291|170
european association for chemical and molecular sciences|tennis|291|170
shape america|tennis|291|170
children's museum of maine|tennis|291|170
austrian cancer aid|tennis|291|170
family emergency shelter coalition|tennis|291|170
club of rome|tennis|291|170
cooper foundation|tennis|291|170
european wound management association|tennis|291|170
national football federation of guatemala|association football|291|170
ideal scholars fund|association football|291|170
culture box seat|association football|291|170
flying object|association football|291|170
foundation for contemporary arts|association football|291|170
guardian angels|association football|291|170
british amateur television club|association football|291|170
campaign for science and engineering|association football|291|170
joint photographic experts group|association football|291|170
public company accounting oversight board|association football|291|170
committee for skeptical inquiry|association football|291|170
brüder grimm-gesellschaft|association football|291|170
american jewish congress|association football|291|170
zimbabwe football association|association football|291|170
civil initiatives committee|association football|291|170
scripps research|association football|291|170
chicago shakespeare theater|association football|291|170
competitive enterprise institute|association football|291|170
foundation for biomedical research|association football|291|170
swiss taxpayers federation|association football|291|170
fort worth symphony orchestra|association football|291|170
accion international|association football|291|170
documentcloud|association football|291|170
amputee coalition of america|association football|291|170
genderpac|association football|291|170
food empowerment project|association football|291|170
gesellschaft für wehr- und sicherheitspolitik|association football|291|170
commission on accreditation of rehabilitation facilities|association football|291|170
families anonymous|association football|291|170
swiss cancer league|association football|291|170
america israel cultural foundation|association football|291|170
natureserve|association football|291|170
national white collar crime center|association football|291|170
bryce canyon natural history association|association football|291|170
liberty in north korea|association football|291|170
holocaust museum houston|association football|291|170
calcars|association football|291|170
toastmasters international|association football|291|170
brot für die welt|association football|291|170
arab international women's forum|association football|291|170
francophone assembly of ontario|association football|291|170
coalition to restore coastal louisiana|association football|291|170
duk versorgungswerk|association football|291|170
embrace|association football|291|170
al-anon/alateen|association football|291|170
laogai research foundation|association football|291|170
north american electric reliability corporation|association football|291|170
march of dimes|association football|291|170
video electronics standards association|association football|291|170
confederation of tourism and hospitality|association football|291|170
pacifica radio|association football|291|170
global alliance for the project professions|association football|291|170
oranje fonds|association football|291|170
national lgbtq task force|association football|291|170
crisis pregnancy center|association football|291|170
ten thousand villages|association football|291|170
federation for american immigration reform|association football|291|170
national underwater and marine agency|association football|291|170
metabrainz foundation|association football|291|170
arche noah|association football|291|170
equality california|association football|291|170
global health corps|association football|291|170
federation of state medical boards|association football|291|170
chai lifeline|association football|291|170
anthony robbins foundation|association football|291|170
environmental and energy study institute|association football|291|170
deutsches informationszentrum kulturförderung|association football|291|170
connecticut public|association football|291|170
inspiration mars foundation|association football|291|170
stanford center for internet and society|association football|291|170
a. p. møller and chastine mc-kinney møller foundation|association football|291|170
damien the leper society|association football|291|170
cablelabs|association football|291|170
john tracy clinic|association football|291|170
machine intelligence research institute|association football|291|170
uniassist|association football|291|170
american booksellers foundation for free expression|association football|291|170
kink aware professionals|association football|291|170
alzheimer's association, central new york chapter|association football|291|170
libera!|association football|291|170
consumer action|association football|291|170
alive & well aids alternatives|association football|291|170
chicago council on global affairs|association football|291|170
criollitos de venezuela|baseball|291|170
citizens crime commission of new york city|baseball|291|170
philadelphia clef club of jazz and performing arts|baseball|291|170
les amis du bus des femmes|baseball|291|170
american christmas tree association|baseball|291|170
earthecho international|baseball|291|170
food allergy initiative|baseball|291|170
association of lunar and planetary observers|baseball|291|170
gandhi memorial international foundation|baseball|291|170
amis du monde diplomatique|baseball|291|170
irma|baseball|291|170
emily te strange|baseball|291|170
piter de!vries|baseball|291|170
papg ton|luofengpo|291|170
hhnry|pittsburgh|291|170
emmetthoneycutt|pittsburgh|291|170
isty|pittsburgh|291|170
lri graimez|pittsburgh|291|170
uncle wom.|pittsburgh|291|170
onty green.|eligius iv|291|170
judit mossman|eligius iv|291|170
jia fn|xiangping|291|170
soland deschain|xiangping|291|170
tin cohen-chang|xiangping|291|170
jogrant|xiangping|291|170
u fu|xiangping|291|170
ian!beale|xiangping|291|170
owlmbn|xiangping|291|170
municipal elections 2017 in#kontiolahti in finland|6144.684|291|170
mxnicipal elections 2017 in rauma in finland|18725.4|291|170
confederate obelisk|18725.4|291|170
obelisk seelhorst, hannover|18725.4|291|170
obelisk europe|18725.4|291|170
coal taxpost (obelisk) on north side of railway 500 yards west of swanley station|18725.4|291|170
captain cook memorial obelisk|18725.4|291|170
wilhelm ii of germany obelisk in haifa|18725.4|291|170
obelisk 900 metres south south west of seaton delaval hall|18725.4|291|170
jubilee obelisk at south west end of park|18725.4|291|170
mcgrigor obelisk, duthie park, aberdeen|18725.4|291|170
hundestein|18725.4|291|170
obélisque de nancy|18725.4|291|170
erthal-obelisk|18725.4|291|170
monumento a torrijos|18725.4|291|170
obelisk tomb of john chambers, approximately 5 metres south west of church of st margaret|18725.4|291|170
august iii the saxon obelisk in białowieża|18725.4|291|170
obelisco de los jardines del genil|18725.4|291|170
obelisks of nectanebo ii|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk|18725.4|291|170
obelisk in beacon plantation at ngr 6384 4591|18725.4|291|170
vienne pyramid|18725.4|291|170
oxfordshire and buckinghamshire light infantry war memorial|18725.4|291|170
angus macaskill monument|18725.4|291|170
the crowstone|18725.4|291|170
obelisk in rheinsberg|18725.4|291|170
world war i memorial in kunvald|18725.4|291|170
the picton monument|18725.4|291|170
meilenstein blätz|18725.4|291|170
captain james cook memorial|18725.4|291|170
new zealand memorial|18725.4|291|170
new zealand memorial|18725.4|291|170
propilei egizi|18725.4|291|170
dijon obelisk|18725.4|291|170
willaura war memorial obelisk|18725.4|291|170
wettin obelisk, dresden|18725.4|291|170
perm is 250|18725.4|291|170
monument to the people's heroes|18725.4|291|170
harefield war memorial|18725.4|291|170
gurney memorial drinking fountain|18725.4|291|170
memorial to carl louis schwendler|18725.4|291|170
dogali obelisk|18725.4|291|170
technion obelisk|18725.4|291|170
obelisks 60 metres north of park place|18725.4|291|170
douglas obelisk|18725.4|291|170
datchworth war memorial|18725.4|291|170
obelisk in rožmitál|18725.4|291|170
hainault war memorial|18725.4|291|170
elephant and obelisk|18725.4|291|170
the place of lermontov's duel|18725.4|291|170
obelisco pasillo verde|18725.4|291|170
astronomers monument|18725.4|291|170
valdštejnský sloup|18725.4|291|170
kagul obelisk|18725.4|291|170
3 obelisks within the gardens of edgemoor (edgemoor not included)|18725.4|291|170
obelisk 150 yards north west of thornhill house|18725.4|291|170
obelisk in villa medici gardens|18725.4|291|170
bothwell, obelisk|18725.4|291|170
obelisk in north cape by king oscar ii|18725.4|291|170
obelisk on weatherbury castle|18725.4|291|170
joseph smith obelisk|18725.4|291|170
obelisk with a statue of the virgin mary|18725.4|291|170
haggerston road school war memorial|18725.4|291|170
morean column in catherine park, tsarskoe selo|18725.4|291|170
somers obelisk|18725.4|291|170
obelisk to north of railway bridge|18725.4|291|170
henlawshiel obelisk|18725.4|291|170
obelisk in grounds of tickford abbey|18725.4|291|170
memorial obelisk|18725.4|291|170
to leningrad the hero city obelisk|18725.4|291|170
pomnik budowy szosy brzeskiej w warszawie|18725.4|291|170
christian wayside shrine in żarnowa|18725.4|291|170
memorial to wwii victims, agarak, lori|18725.4|291|170
guglia di sant'oronzo|18725.4|291|170
monument of lazar koliševski|18725.4|291|170
stevenston, glencairn street, obelisk|18725.4|291|170
abgig obelisk|18725.4|291|170
bishopstone war memorial|18725.4|291|170
naald van goedkoop|18725.4|291|170
murrayshall hill, lynedoch obelisk|18725.4|291|170
matteiano obelisk|18725.4|291|170
obelisk approximately 3 metres south west of sacristan cottage|18725.4|291|170
gottlieb schmid memorial|18725.4|291|170
kala amb battle of panipat obelisk|18725.4|291|170
obelisk of axum|18725.4|291|170
waithman memorial|18725.4|291|170
old crowstone|18725.4|291|170
victims of iași pogrom monument|18725.4|291|170
h m prison dartmoor: obelisk in the american prisoner of war cemetery|18725.4|291|170
obelisk in zawieprzyce|18725.4|291|170
colonel murchison's monument|18725.4|291|170
obelisk to liberators of rzhev|18725.4|291|170
sud obelisk|18725.4|291|170
croix des pèlerins de belin-béliet|18725.4|291|170
hawulti|18725.4|291|170
obelisk on the west side of moat wood in trent park|18725.4|291|170
memorial to the engine room heroes of the titanic|18725.4|291|170
macuteo obelisk|18725.4|291|170
memorial to the crew of the german warship sms grosser kurfürst|18725.4|291|170
worsley monument|18725.4|291|170
chingford mount war memorial|18725.4|291|170
hawkedon war memorial|18725.4|291|170
campina grande obelisk|18725.4|291|170
speke monument (uganda)|18725.4|291|170
bunker hill monument|18725.4|291|170
kaiser wilhelm obelisk|18725.4|291|170
fontenoy pyramid|18725.4|291|170
obelisk, approximately 250 metres west north west of stoke rochford hall|18725.4|291|170
paulus hook monument|18725.4|291|170
obelisk in tomb of arshakuni kings|18725.4|291|170
obélisque du méridien de paris|18725.4|291|170
monash park obelisk|18725.4|291|170
monument to the fallen for spain|18725.4|291|170
obelisk, heywood gardens|18725.4|291|170
obelisk of montecitorio|18725.4|291|170
obelisk of senusret i|18725.4|291|170
obelisk on south bank in garden of number 17 moor lane|18725.4|291|170
blair castle, the obelisk|18725.4|291|170
obelisk monument approximately 120 metres south of nether lypiatt manor|18725.4|291|170
birthplace of seattle monument|18725.4|291|170
general william jenkins worth monument|18725.4|291|170
san jacinto monument|18725.4|291|170
ripon obelisk|18725.4|291|170
obelisk at maggots mound|18725.4|291|170
méridienne de manchecourt|18725.4|291|170
monument to catholicos of all armenians vazgen i and catholicos of cilicia garegin ii|18725.4|291|170
cairo airport obelisk|18725.4|291|170
13th-century khatchkar shrine in artavazik|18725.4|291|170
unfinished obelisk|18725.4|291|170
wychbury obelisk|18725.4|291|170
stanley school war memorial|18725.4|291|170
obelisk of athribis|18725.4|291|170
obelisk south of hartwell house|18725.4|291|170
obelisk milestone approximately 10 metres to east of the bell inn|18725.4|291|170
findlaterův obelisk|18725.4|291|170
topčider obelisk|18725.4|291|170
obelisk to the rear of queen victoria house|18725.4|291|170
quirinal obelisk|18725.4|291|170
chiswick war memorial|18725.4|291|170
boboli obelisk|18725.4|291|170
queen square obelisk|18725.4|291|170
aghitu monument|18725.4|291|170
garswood hall colliery war memorial|18725.4|291|170
the future monument|18725.4|291|170
obelisk circa 200 metres south of stretton hall|18725.4|291|170
obelisk and 2 piers 70 yards to north east, 1 mile to north east of boconnoc house|18725.4|291|170
memorial in łucznik arms factory in radom|18725.4|291|170
the robertson war memorial obelisk, netley park|18725.4|291|170
monument to the four queens|18725.4|291|170
monument to the restorers|18725.4|291|170
obelisk about 3/4 mile north of hagley hall|18725.4|291|170
st margaret's churchyard railings, obelisks and bollards|18725.4|291|170
mire du sud|18725.4|291|170
obeliscul sfânta ecaterina|18725.4|291|170
dolgorukov obelisk|18725.4|291|170
memorial obelisk, royal hospital|18725.4|291|170
ozark trails marker at lake arthur|18725.4|291|170
obelisks in villa torlonia|18725.4|291|170
mussolini obelisk|18725.4|291|170
gezira obelisk|18725.4|291|170
obelisk of theodosius|18725.4|291|170
world war ii memorial in fantan|18725.4|291|170
figeac obelisks|18725.4|291|170
obelisk in grounds, approximately 450 metres south of house|18725.4|291|170
world wars memorial in nebužely|18725.4|291|170
fryderyk chopin monument in gliwice|18725.4|291|170
vance monument|18725.4|291|170
monument to charles albert of sardinia|18725.4|291|170
lansdowne monument|18725.4|291|170
obelisk lodge and attached screen walls, at se 406 18|18725.4|291|170
foyers cemetery, jane fraser memorial obelisk|18725.4|291|170
colony park monument|18725.4|291|170
obelisk in shahristan, sisian|18725.4|291|170
earlestown market cross|18725.4|291|170
teddington obelisk|18725.4|291|170
hackney wick great war memorial|18725.4|291|170
obelisk in dolní rožínka|18725.4|291|170
westland explorers' monument|18725.4|291|170
washington monument|2 15th st nw, washington, dc 20024|291|170
obelisk of montevideo|2 15th st nw, washington, dc 20024|291|170
obelisk in grounds of danesford school|2 15th st nw, washington, dc 20024|291|170
aberdour house, obelisk|2 15th st nw, washington, dc 20024|291|170
amenhotep ii obelisk|2 15th st nw, washington, dc 20024|291|170
obelisk on railway embankment approximately 280 metres east of whalebone bridge|2 15th st nw, washington, dc 20024|291|170
capas national shrine obelisk|2 15th st nw, washington, dc 20024|291|170
obelisk in whiteoaks wood|2 15th st nw, washington, dc 20024|291|170
mire du nord|2 15th st nw, washington, dc 20024|291|170
obelisk with an elephant|2 15th st nw, washington, dc 20024|291|170
memorial to henry grey, 1st duke of kent|2 15th st nw, washington, dc 20024|291|170
obelisk meidlinger künstler|2 15th st nw, washington, dc 20024|291|170
bromley war memorial|2 15th st nw, washington, dc 20024|291|170
the obelisk in the grounds of park place|2 15th st nw, washington, dc 20024|291|170
alice memorial|2 15th st nw, washington, dc 20024|291|170
kungur obelisk|2 15th st nw, washington, dc 20024|291|170
saint-vrain obelisk|2 15th st nw, washington, dc 20024|291|170
saratoga battle monument|2 15th st nw, washington, dc 20024|291|170
obelisk of the square rené-le gall|2 15th st nw, washington, dc 20024|291|170
major little memorial, woolwich|2 15th st nw, washington, dc 20024|291|170
forbes of newe obelisk, royal cornhill hospital, aberdeen|2 15th st nw, washington, dc 20024|291|170
obelisk monument, middle enclosure|2 15th st nw, washington, dc 20024|291|170
obelisk and memorial approximately 50 yards south of church of all saints|2 15th st nw, washington, dc 20024|291|170
philae obelisk|2 15th st nw, washington, dc 20024|291|170
obelisk approximately 440 yards south-west of kirkley hall|2 15th st nw, washington, dc 20024|291|170
memorial of the siege of vyborg (1710)|2 15th st nw, washington, dc 20024|291|170
stone post at a crossroad near horní blatná|2 15th st nw, washington, dc 20024|291|170
nelson memorial|2 15th st nw, washington, dc 20024|291|170
obelisk (new london stone), upnor|2 15th st nw, washington, dc 20024|291|170
cinco obeliscos centro comercial arturo soria plaza|2 15th st nw, washington, dc 20024|291|170
farnborough hall the obelisk|2 15th st nw, washington, dc 20024|291|170
obelisk approximately 45 metres south east of compton verney|2 15th st nw, washington, dc 20024|291|170
rieger's obelisk|2 15th st nw, washington, dc 20024|291|170
tomb of joseph richardson|2 15th st nw, washington, dc 20024|291|170
obelisk in the admiralty playing fields|2 15th st nw, washington, dc 20024|291|170
obelisk at junction with cricket green formerly within the grounds of the canons  obelisk at junction with madeira road|2 15th st nw, washington, dc 20024|291|170
meilenstein|2 15th st nw, washington, dc 20024|291|170
meilenstein|2 15th st nw, washington, dc 20024|291|170
obelisk at sp 3741 4759|2 15th st nw, washington, dc 20024|291|170
fort william, fassifern road, cameron obelisk|2 15th st nw, washington, dc 20024|291|170
monument of finding stolen monstrance|2 15th st nw, washington, dc 20024|291|170
obelisk cenotaph to george marsh, martyr|2 15th st nw, washington, dc 20024|291|170
sowjetischer obelisk, gmünd|2 15th st nw, washington, dc 20024|291|170
nell gwynns monument in park wood|2 15th st nw, washington, dc 20024|291|170
obelisk and railings north east of the church of the holy cross|2 15th st nw, washington, dc 20024|291|170
le monument vivant de biron|2 15th st nw, washington, dc 20024|291|170
józef piłsudski obelisk in pole mokotowskie|2 15th st nw, washington, dc 20024|291|170
egyptian campaign memorial|2 15th st nw, washington, dc 20024|291|170
h m prison dartmoor: obelisk in the french prisoner of war cemetery|2 15th st nw, washington, dc 20024|291|170
set of 4 obelisks at corners of lawn in forecourt to bramham park|2 15th st nw, washington, dc 20024|291|170
skamlingsbanken obelisk|2 15th st nw, washington, dc 20024|291|170
obelisk adjacent to south-east corner of church of st. john the baptist|2 15th st nw, washington, dc 20024|291|170
vardan obelisk in saint vardan|2 15th st nw, washington, dc 20024|291|170
grave of jacques-louis david|2 15th st nw, washington, dc 20024|291|170
striegel-denkmal|2 15th st nw, washington, dc 20024|291|170
stela from harichavank monastery|2 15th st nw, washington, dc 20024|291|170
obelisk on lawn to south east of allerton golf club house|2 15th st nw, washington, dc 20024|291|170
lateran obelisk|2 15th st nw, washington, dc 20024|291|170
obelisk about 70 metres south of dillington house|2 15th st nw, washington, dc 20024|291|170
december moscow uprising of 1905 memorial obelisk|2 15th st nw, washington, dc 20024|291|170
obelisk at sj 811097|2 15th st nw, washington, dc 20024|291|170
obelisk approximately 25 metres east of lee bridge house|2 15th st nw, washington, dc 20024|291|170
obelisk of victory, tver|2 15th st nw, washington, dc 20024|291|170
obelisk 7th of september|2 15th st nw, washington, dc 20024|291|170
harrogate war memorial|2 15th st nw, washington, dc 20024|291|170
egyptian obelisks of benevento|2 15th st nw, washington, dc 20024|291|170
obelisk 20 metres north west of vincent lodge|2 15th st nw, washington, dc 20024|291|170
pyramide de cassini|2 15th st nw, washington, dc 20024|291|170
ionic temple and obelisk in chiswick park|2 15th st nw, washington, dc 20024|291|170
obelisk memorial, arnos vale cemetery|2 15th st nw, washington, dc 20024|291|170
hauptmeilenstein|2 15th st nw, washington, dc 20024|291|170
reventlou-beseler-denkmal|2 15th st nw, washington, dc 20024|291|170
obelisco laus deo i|2 15th st nw, washington, dc 20024|291|170
esquilino obelisk|2 15th st nw, washington, dc 20024|291|170
obelisk approximately 400 metres south east of wroxton college|2 15th st nw, washington, dc 20024|291|170
obelisk to the baptism of the chuvash intaydakovo|2 15th st nw, washington, dc 20024|291|170
gedenknaald koning willem ii|2 15th st nw, washington, dc 20024|291|170
obelisk at rode hall|2 15th st nw, washington, dc 20024|291|170
juche tower|2 15th st nw, washington, dc 20024|291|170
františkův monument|2 15th st nw, washington, dc 20024|291|170
cheltenham war memorial|2 15th st nw, washington, dc 20024|291|170
obelisk at junction of temple road and south parade|2 15th st nw, washington, dc 20024|291|170
obelisk, north of east end of church of saint sithney|2 15th st nw, washington, dc 20024|291|170
dauphin county veteran's memorial obelisk|2 15th st nw, washington, dc 20024|291|170
benvenue memorial|post office triangle, timaru|291|170
newkirk viaduct monument|post office triangle, timaru|291|170
obelisk approximately 500 metres south west of appley corner|post office triangle, timaru|291|170
florian straszewski monument in kraków|post office triangle, timaru|291|170
leckhampstead war memorial|post office triangle, timaru|291|170
obelisk at umberslade park|post office triangle, timaru|291|170
islamic summit minar|post office triangle, timaru|291|170
bulkeley monument|post office triangle, timaru|291|170
drinking fountain on west end green at the junction with mill lane and west end lane|post office triangle, timaru|291|170
heroes monument|post office triangle, timaru|291|170
saint-augustin obelisk|post office triangle, timaru|291|170
mile stone|post office triangle, timaru|291|170
landes-feuerwehr-ehrenmal baden-württemberg|post office triangle, timaru|291|170
shaonto tower, kofu castle|post office triangle, timaru|291|170
obelisk in mayfield park|post office triangle, timaru|291|170
obelisk|post office triangle, timaru|291|170
obelisk|post office triangle, timaru|291|170
preußischer ganzmeilenobelisk (wimmelburg)|post office triangle, timaru|291|170
soldiers' monument|post office triangle, timaru|291|170
obelisk to baron southampton in south west corner of st james gardens|post office triangle, timaru|291|170
flaminio obelisk|post office triangle, timaru|291|170
1918-1920 civil war participants obelisk in pyatigorsk|post office triangle, timaru|291|170
barnet boys school boer war memorial|post office triangle, timaru|291|170
promenade de verdun war memorial|post office triangle, timaru|291|170
south african war memorial|post office triangle, timaru|291|170
obelisk, denisovy sady|post office triangle, timaru|291|170
broglie obelisk|post office triangle, timaru|291|170
saint francis of assisi, aint francis de paul, and saint peter penitent|44.595|36.354|170
portraits of jan van eyewerve and jauemyne buuck|97.695|142.1722|170
1927 new zealand badminton championships|1927-01-01|142.1722|170
2029 new zealand badminton championships|2029-01-01|142.1722|170
nonthaburi|1173870|622.303|170
chai nat|332283|2496.746|170
milambo itobo|nzega district|2496.746|170
lumbiji|kilosa district|2496.746|170
soshin-no-matsu|7.5|18.0|170
schirmkiefern auf der quebst|2.35|6.5|170
stieleiche am brandwald von stockhausen|5.95|22.5|170
blutbuche in stockhausen|2.85|18.0|170
linde am friedhof von lanzenhain|6.55|25.0|170
eiche an der wolfsmühle bei herbstein|4.95|18.0|170
linde auf dem anwesen des grafen westerhold|4.2|21.5|170
eiche in der struth von herbstein|4.15|27.0|170
alte busch, hutebuche von herchenhain|4.95|17.0|170
hutebuche am alten bahndamm in hartmannshain|5.5|25.0|170
die froheeiche von grebenau|2.95|18.5|170
vieheiche bei bieben|3.9|24.0|170
die siechlinde von nieder-gemünden|5.15|28.5|170
eiche an der wiesenmühle 2|3.05|17.0|170
eiche an der wiesenmühle 1|2.25|16.0|170
ginsendorfer eiche|3.55|24.0|170
sommerlinde vor dem kirchenportal von ruhlkirchen|3.45|21.0|170
sommerlinde auf dem friedhof der wüstung oberrod|10.0|19.0|170
eichen in der gemarkung assenloh|4.7|23.5|170
eichen bei der eisernen hand|4.7|23.5|170
mammutbaum in bensheim|5.07|48.0|170
monumental beech in staszic park in łódź|154.0|15.0|170
rul d' la costa|315.0|28.0|170
grinavský topoľ|705.0|40.0|170
fándlyho jabloň|110.0|10.0|170
lipa pri kostole v smoleniciach|653.0|23.0|170
osuská lipa|511.0|23.0|170
orkingo haritza|3.07|13.8|170
roblón de estalaya|10.6|12.0|170
jupiter oak|6.7|25.0|170
quercus pubescens|560.0|20.0|170
olmo de la plaza de italia|4.02|18.0|170
oude eik van sieverdink|6.0|20.0|170
chêne du pouldu|6.0|17.0|170
old platanus in smolyan|4.3|22.0|170
ginkgo di piazza cavour|370.0|27.0|170
platano di piazza cavour|550.0|33.5|170
pioppo canescente di palazzo dei diamanti|444.0|24.0|170
cedro del libano in parco massari|578.0|23.0|170
bagolaro di parco massari|376.0|23.0|170
veteran trees in milan|600.0|16.0|170
castagna granda|970.0|18.5|170
himalayan cedar in villa ghigi|5.0|24.0|170
museo del risorgimento e della resistenza|480.0|34.0|170
